7;Player speed exceeded;33;LEFT player;2;from (543,15) to (576,17)
7;Collision;RIGHT player;2;RIGHT player;3;distance 6;(543,28);(542,22)
7;Collision;LEFT player;2;RIGHT player;2;distance 4;(559,10);(561,13)
7;Collision;LEFT player;3;RIGHT player;3;distance 5;(557,39);(557,44)
7;Collision;LEFT player;2;RIGHT player;2;distance 4;(536,25);(538,28)
7;Collision;LEFT player;3;RIGHT player;3;distance 9;(564,34);(557,39)
7;Collision;LEFT player;3;RIGHT player;4;distance 9;(564,34);(573,33)
7;Collision;LEFT player;2;RIGHT player;2;distance 4;(518,18);(521,20)
7;Collision;LEFT player;3;RIGHT player;3;distance 7;(546,27);(543,33)
7;Collision;LEFT player;2;RIGHT player;2;distance 4;(499,12);(503,14)
7;Collision;LEFT player;3;RIGHT player;3;distance 7;(527,21);(529,28)
8;Collision;LEFT player;3;RIGHT player;3;distance 5;(510,18);(511,23)
8;Collision;LEFT player;2;RIGHT player;2;distance 8;(463,22);(469,27)
8;Collision;LEFT player;3;RIGHT player;3;distance 5;(492,17);(494,22)
8;Collision;LEFT player;2;RIGHT player;2;distance 7;(444,21);(450,25)
8;Collision;LEFT player;3;RIGHT player;3;distance 8;(473,17);(479,22)
8;Collision;LEFT player;2;RIGHT player;2;distance 7;(425,21);(431,25)
8;Collision;LEFT player;3;RIGHT player;3;distance 7;(454,18);(460,22)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(406,23);(412,25)
8;Collision;LEFT player;3;RIGHT player;3;distance 7;(435,20);(441,23)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(387,25);(393,26)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(416,22);(422,24)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(368,28);(374,28)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(397,24);(403,26)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(349,31);(355,31)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(378,27);(384,28)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(330,35);(336,34)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(359,30);(365,31)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(311,39);(317,37)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(340,33);(346,34)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(292,42);(298,41)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(321,37);(327,37)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(273,46);(279,45)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(302,41);(308,40)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(254,50);(260,49)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(283,45);(289,44)
8;Collision;LEFT player;2;RIGHT player;2;distance 6;(235,54);(241,53)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(264,48);(270,47)
8;Collision;LEFT player;2;RIGHT player;2;distance 13;(235,55);(222,57)
8;Collision;LEFT player;3;RIGHT player;3;distance 13;(263,47);(251,51)
8;Collision;LEFT player;2;RIGHT player;2;distance 13;(235,55);(222,56)
8;Collision;LEFT player;3;RIGHT player;3;distance 13;(263,46);(251,51)
8;Collision;LEFT player;3;RIGHT player;3;distance 7;(263,46);(270,46)
8;Collision;LEFT player;2;RIGHT player;2;distance 10;(240,59);(241,49)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(282,41);(288,40)
8;Collision;LEFT player;2;RIGHT player;2;distance 9;(256,54);(259,45)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(301,36);(307,35)
8;Collision;LEFT player;2;RIGHT player;2;distance 9;(274,48);(278,40)
8;Collision;LEFT player;3;RIGHT player;3;distance 5;(320,31);(325,29)
8;Collision;LEFT player;2;RIGHT player;2;distance 8;(292,42);(296,35)
8;Collision;LEFT player;3;RIGHT player;3;distance 6;(338,25);(344,23)
9;Collision;LEFT player;2;RIGHT player;2;distance 8;(310,36);(315,30)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(356,19);(362,17)
9;Collision;LEFT player;2;RIGHT player;2;distance 7;(329,31);(334,26)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(375,16);(381,14)
9;Collision;LEFT player;2;RIGHT player;2;distance 7;(348,29);(353,24)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(394,16);(400,14)
9;Collision;LEFT player;2;RIGHT player;2;distance 6;(367,28);(372,24)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(413,17);(419,16)
9;Collision;LEFT player;2;RIGHT player;2;distance 6;(386,28);(391,24)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(432,20);(438,19)
9;Collision;LEFT player;2;RIGHT player;2;distance 6;(404,29);(409,25)
9;Collision;LEFT player;3;RIGHT player;3;distance 5;(451,24);(456,23)
9;Collision;LEFT player;2;RIGHT player;2;distance 6;(422,30);(427,27)
9;Collision;LEFT player;3;RIGHT player;3;distance 2;(470,28);(472,28)
9;Collision;LEFT player;2;RIGHT player;2;distance 3;(441,32);(443,30)
9;Collision;LEFT player;3;RIGHT player;3;distance 2;(489,32);(491,33)
9;Collision;LEFT player;2;RIGHT player;2;distance 2;(460,35);(461,33)
9;Collision;LEFT player;3;RIGHT player;3;distance 2;(508,37);(510,38)
9;Collision;LEFT player;2;RIGHT player;2;distance 2;(479,38);(480,36)
9;Collision;LEFT player;3;RIGHT player;3;distance 2;(527,42);(529,43)
9;Collision;LEFT player;2;RIGHT player;2;distance 1;(498,41);(499,40)
9;Collision;LEFT player;3;RIGHT player;3;distance 2;(546,47);(548,48)
9;Collision;LEFT player;2;RIGHT player;2;distance 1;(517,45);(518,44)
9;Collision;LEFT player;3;RIGHT player;3;distance 4;(565,52);(561,52)
9;Collision;LEFT player;2;RIGHT player;2;distance 4;(536,49);(532,48)
9;Collision;LEFT player;2;RIGHT player;2;distance 9;(555,54);(547,50)
9;Collision;LEFT player;3;RIGHT player;3;distance 9;(584,58);(575,60)
9;Collision;LEFT player;2;RIGHT player;2;distance 4;(562,38);(559,35)
9;Collision;LEFT player;3;RIGHT player;5;distance 9;(596,43);(605,42)
9;Collision;LEFT player;2;RIGHT player;2;distance 13;(562,38);(552,30)
9;Collision;LEFT player;2;RIGHT player;2;distance 5;(545,30);(550,30)
9;Collision;LEFT player;3;RIGHT player;3;distance 10;(574,33);(579,24)
9;Collision;LEFT player;2;RIGHT player;2;distance 5;(526,26);(531,27)
9;Collision;LEFT player;3;RIGHT player;3;distance 8;(555,30);(560,24)
9;Collision;LEFT player;2;RIGHT player;2;distance 5;(507,23);(512,24)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(536,27);(541,23)
9;Collision;LEFT player;2;RIGHT player;2;distance 5;(488,20);(493,21)
9;Collision;LEFT player;3;RIGHT player;3;distance 7;(517,24);(523,21)
9;Collision;LEFT player;2;RIGHT player;2;distance 5;(469,17);(474,18)
9;Collision;LEFT player;3;RIGHT player;3;distance 6;(498,21);(504,19)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(450,14);(455,15)
10;Collision;LEFT player;3;RIGHT player;3;distance 6;(479,18);(485,17)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(431,11);(436,12)
10;Collision;LEFT player;3;RIGHT player;3;distance 6;(460,15);(466,15)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(421,26);(426,27)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(446,11);(451,12)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(402,23);(407,24)
10;Collision;LEFT player;3;RIGHT player;3;distance 4;(435,26);(439,27)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(383,22);(388,23)
10;Collision;LEFT player;3;RIGHT player;3;distance 4;(416,25);(420,23)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(364,22);(369,22)
10;Collision;LEFT player;3;RIGHT player;3;distance 4;(397,24);(401,23)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(345,22);(350,22)
10;Collision;LEFT player;3;RIGHT player;3;distance 4;(378,24);(382,23)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(326,22);(331,22)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(358,24);(363,23)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(307,23);(312,23)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(339,24);(344,23)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(288,24);(293,24)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(320,25);(325,24)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(269,26);(274,25)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(301,26);(306,25)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(250,28);(255,27)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(282,27);(287,26)
10;Collision;LEFT player;2;RIGHT player;2;distance 5;(231,30);(236,29)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(263,28);(268,27)
10;Collision;LEFT player;2;RIGHT player;2;distance 10;(225,23);(217,29)
10;Collision;LEFT player;3;RIGHT player;3;distance 6;(253,31);(249,27)
10;Collision;LEFT player;3;RIGHT player;3;distance 9;(246,35);(249,27)
10;Player speed exceeded;43;LEFT player;3;from (246,35) to (214,7)
10;Collision;LEFT player;2;RIGHT player;3;distance 4;(242,24);(241,20)
10;Collision;LEFT player;3;RIGHT player;2;distance 1;(214,7);(215,7)
10;Player speed exceeded;34;RIGHT player;3;from (241,20) to (210,7)
10;Collision;LEFT player;3;RIGHT player;2;distance 1;(225,22);(226,22)
10;Collision;LEFT player;3;RIGHT player;3;distance 5;(224,26);(221,22)
10;Collision;LEFT player;3;RIGHT player;3;distance 9;(205,29);(210,21)
10;Collision;LEFT player;3;RIGHT player;3;distance 11;(190,39);(193,28)
10;Collision;LEFT player;5;RIGHT player;2;distance 11;(144,40);(149,50)
11;Collision;LEFT player;5;RIGHT player;2;distance 8;(129,52);(132,59)
11;Collision;LEFT player;5;RIGHT player;2;distance 6;(113,63);(115,69)
11;Collision;LEFT player;5;RIGHT player;2;distance 5;(97,74);(98,79)
11;Collision;LEFT player;5;RIGHT player;2;distance 4;(81,85);(82,89)
11;Collision;LEFT player;5;RIGHT player;2;distance 4;(65,96);(66,100)
11;Collision;LEFT player;2;RIGHT player;2;distance 5;(78,122);(76,127)
11;Collision;LEFT player;3;RIGHT player;3;distance 9;(94,97);(85,99)
11;Collision;LEFT player;2;RIGHT player;2;distance 1;(97,126);(96,126)
11;Collision;LEFT player;3;RIGHT player;3;distance 11;(112,101);(102,97)
11;Collision;LEFT player;2;RIGHT player;2;distance 7;(117,130);(115,123)
11;Collision;LEFT player;3;RIGHT player;3;distance 13;(285,105);(282,92)
11;Collision;LEFT player;3;RIGHT player;3;distance 12;(304,103);(302,91)
11;Collision;LEFT player;3;RIGHT player;3;distance 11;(323,101);(322,90)
11;Collision;LEFT player;3;RIGHT player;3;distance 11;(342,100);(342,89)
11;Collision;LEFT player;3;RIGHT player;3;distance 11;(361,99);(362,88)
12;Collision;LEFT player;3;RIGHT player;3;distance 10;(380,97);(382,87)
12;Collision;LEFT player;3;RIGHT player;3;distance 10;(399,96);(402,86)
12;Collision;LEFT player;3;RIGHT player;3;distance 10;(418,94);(422,85)
12;Collision;LEFT player;3;RIGHT player;5;distance 12;(437,93);(448,98)
12;Collision;LEFT player;2;RIGHT player;2;distance 11;(408,100);(419,103)
12;Collision;LEFT player;3;RIGHT player;3;distance 13;(427,78);(415,74)
12;Collision;LEFT player;2;RIGHT player;2;distance 13;(394,86);(399,98)
12;Collision;LEFT player;3;RIGHT player;5;distance 8;(421,75);(424,82)
12;Collision;LEFT player;2;RIGHT player;2;distance 12;(375,82);(379,93)
12;Collision;LEFT player;3;RIGHT player;5;distance 4;(404,76);(406,80)
12;Collision;LEFT player;2;RIGHT player;2;distance 9;(356,79);(359,88)
12;Collision;LEFT player;3;RIGHT player;5;distance 2;(385,76);(387,77)
12;Collision;LEFT player;2;RIGHT player;2;distance 9;(337,76);(340,84)
12;Collision;LEFT player;2;RIGHT player;2;distance 8;(318,73);(321,80)
12;Collision;LEFT player;2;RIGHT player;2;distance 6;(299,70);(301,76)
12;Collision;LEFT player;2;RIGHT player;2;distance 5;(280,67);(281,72)
12;Collision;LEFT player;2;RIGHT player;2;distance 5;(261,64);(262,69)
12;Collision;LEFT player;2;RIGHT player;2;distance 5;(242,61);(243,66)
12;Collision;LEFT player;2;RIGHT player;2;distance 7;(223,58);(223,65)
12;Collision;LEFT player;2;RIGHT player;2;distance 13;(213,55);(203,64)
12;Collision;LEFT player;5;RIGHT player;3;distance 13;(128,45);(134,33)
12;Collision;LEFT player;3;RIGHT player;2;distance 13;(171,51);(158,51)
12;Collision;LEFT player;2;RIGHT player;3;distance 13;(134,17);(121,19)
12;Collision;LEFT player;3;RIGHT player;2;distance 12;(156,36);(160,47)
13;Collision;LEFT player;2;RIGHT player;3;distance 11;(116,10);(105,8)
13;Collision;LEFT player;3;RIGHT player;2;distance 10;(141,27);(145,36)
13;Collision;LEFT player;2;RIGHT player;2;distance 11;(137,25);(127,29)
13;Collision;LEFT player;2;RIGHT player;3;distance 10;(137,25);(127,23)
13;Collision;RIGHT player;2;RIGHT player;3;distance 6;(127,29);(127,23)
13;Collision;LEFT player;2;RIGHT player;3;distance 12;(115,22);(121,12)
13;Collision;LEFT player;3;RIGHT player;3;distance 11;(92,34);(103,35)
13;Collision;LEFT player;3;RIGHT player;3;distance 8;(78,43);(86,44)
13;Collision;LEFT player;4;RIGHT player;2;distance 11;(41,72);(34,63)
13;Collision;LEFT player;3;RIGHT player;3;distance 4;(70,61);(73,58)
13;Collision;LEFT player;4;RIGHT player;2;distance 10;(45,91);(42,81)
13;Collision;LEFT player;3;RIGHT player;3;distance 8;(71,78);(73,70)
13;Collision;LEFT player;4;RIGHT player;2;distance 13;(61,106);(56,94)
13;Collision;LEFT player;4;RIGHT player;2;distance 9;(95,129);(104,127)
13;Collision;LEFT player;5;RIGHT player;3;distance 13;(79,105);(91,101)
13;Collision;LEFT player;3;RIGHT player;2;distance 8;(129,122);(123,128)
13;Collision;LEFT player;5;RIGHT player;3;distance 7;(96,106);(103,107)
13;Collision;LEFT player;3;RIGHT player;2;distance 6;(148,125);(143,128)
13;Collision;LEFT player;5;RIGHT player;3;distance 9;(114,104);(119,112)
